Molecule Name,CDD Number,SMILES,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM) Standard Deviation (×/÷),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM) Count,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg pIC50,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: LE avg IC50,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: LLE
CVD-0007756,,Clc1cccc(CC(=O)Nc2cncc3ccccc23)c1,0.732,0.728,1.01,3,6.1,0.409,2.72
CVD-0007756,,Clc1cccc(CC(=O)Nc2cncc3ccccc23)c1,0.721,0.728,1.01,3,6.1,0.409,2.72
CVD-0007608,,COc1ccc(Cl)cc1N1C(=O)CN(Cc2cc(=O)[nH]c3ccccc23)C1=O,> 99.5,> 99.5,,1,< 4.0,< 0.200,< 1.77
CVD-0007597,,Clc1cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)cc(OC2CC(=O)N2)c1,1.1,1.1,,1,6,0.278,4.08
CVD-0007586,,Clc1cc(NC(=O)Cc2cncc3ccccc23)cc(OC2CCC(=O)N2)c1,38.4,38.4,,1,4.4,0.221,1.81
CVD-0007578,,Clc1cccc(CC(=O)Nc2cccc3[nH]ncc23)c1,> 99.5,> 99.5,,1,< 4.0,< 0.280,< 0.673
CVD-0007509,,Cc1ccncc1N(CC#N)C(=O)Cc1cccc(Cl)c1,> 99.5,> 99.5,,1,< 4.0,< 0.267,< 1.66
CVD-0007439,CDD-229654,CCOC(=O)c1nc(ncc1Cl)S(C)(=O)=O,1.6,1.6,,1,5.8,0.507,5.08
CVD-0007438,,CS(=O)(=O)c1ncc(Cl)c(n1)C(=O)Nc1ccccc1Cc1ccccc1,0.54,0.503,1.11,2,6.3,0.327,2.56
CVD-0007438,,CS(=O)(=O)c1ncc(Cl)c(n1)C(=O)Nc1ccccc1Cc1ccccc1,0.469,0.503,1.11,2,6.3,0.327,2.56
CVD-0007249,,Cc1[nH]ncc1CC(=O)Nc1cccc(Cl)c1,54.6,54.6,,1,4.3,0.351,2.11
CVD-0007247,,Clc1cccc(CC(=O)Nc2cn[nH]c2)c1,> 99.5,> 99.5,,1,< 4.0,< 0.350,< 2.05
CVD-0007225,,CN(C)c1ccc(cc1)N(Cc1ccsc1)C(=O)Cn1nnc2ccccc12,1.79,1.79,,1,5.7,0.287,1.93
CVD-0006811,,CC(C)(C)c1cc(no1)N(C(C(=O)NCCc1cccc(F)c1)c1cncc(c1)C#N)C(=O)C=C,> 99.5,> 99.5,,1,< 4.0,< 0.160,< 0.121
CVD-0006809,,CC(C)(C)c1cc(no1)N(C(C(=O)NCCc1cccc(F)c1)c1cncc(O)c1)C(=O)C=C,> 99.5,> 99.5,,1,< 4.0,< 0.165,< 0.281
CVD-0006806,,Fc1cccc(CCNC(=O)C(N(C(=O)C=C)c2ccc(cc2)C(F)(F)F)c2cccnc2)c1,20.1,20.1,,1,4.7,0.193,0.218
CVD-0006804,,Fc1cccc(CCNC(=O)C(N(C(=O)C=C)c2ccc(cc2)C(F)(F)F)c2cncc(c2)C#N)c1,11.1,11.1,,1,5,0.193,0.619
CVD-0006803,,Cc1cncc(c1)C(N(C(=O)C=C)c1ccc(cc1)C(F)(F)F)C(=O)NCCc1cccc(F)c1,24.3,24.3,,1,4.6,0.185,-0.378
CVD-0006802,,Fc1cccc(CCNC(=O)C(N(C(=O)C=C)c2ccc(cc2)C(F)(F)F)c2cncc(Cl)c2)c1,23.9,23.9,,1,4.6,0.185,-0.461
CVD-0006800,,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cncc(c1)C#N)C(=O)C=C,7.48,7.48,,1,5.1,0.199,0.124
CVD-0006799,,Cc1cncc(c1)C(N(C(=O)C=C)c1ccc(cc1)C(C)(C)C)C(=O)NCCc1cccc(F)c1,11.6,11.6,,1,4.9,0.197,-0.724
CVD-0006798,,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cncc(Cl)c1)C(=O)C=C,11.5,11.5,,1,4.9,0.198,-0.81
CVD-0006606,,COc1ccccc1OCCNC(=O)c1cc(N)cc2ccccc12,> 99.5,> 99.5,,1,< 4.0,< 0.224,< 1.31
CVD-0006525,,CC(=O)N(CC(=O)Nc1ccc(F)c(Cl)c1)c1cccc(c1)C(F)(F)F,> 99.5,> 99.5,,1,< 4.0,< 0.216,< 0.390
CVD-0006524,,CC(=O)N(CC(=O)Nc1ccc(F)c(Cl)c1)c1cccc(c1)C#N,> 99.5,> 99.5,,1,< 4.0,< 0.233,< 1.41
CVD-0006523,,CC(=O)N(CC(=O)Nc1ccc(F)c(Cl)c1)c1cccc(Cl)c1,> 99.5,> 99.5,,1,< 4.0,< 0.244,< 0.664
CVD-0006522,,Cc1ccc(NC2=C(C(=O)N(Cc3cccnc3)C2=O)c2ccccc2)cc1Cl,> 99.5,> 99.5,,1,< 4.0,< 0.193,< 0.206
CVD-0006521,,Cc1ccc(NC2=C(C(=O)N(Cc3cccnc3)C2=O)c2ccccc2)c(C)c1,> 99.5,> 99.5,,1,< 4.0,< 0.193,< 0.297
CVD-0006520,,Cc1ccc(NC2=C(C(=O)N(Cc3cccnc3)C2=O)c2ccccc2)cc1C,> 99.5,> 99.5,,1,< 4.0,< 0.193,< 0.297
CVD-0006513,CDD-1739478,Cc1ccc(cc1C)-n1ncc2c1ncn(CC(N)=O)c2=O,> 99.5,> 99.5,,1,< 4.0,< 0.255,< 3.18
CVD-0006445,,Cc1cc2c(N)nc(=O)n(CC(=O)Nc3cccc(Cl)c3)c2s1,> 99.5,> 99.5,,1,< 4.0,< 0.244,< 1.66
CVD-0006355,,CC(C)(C)NC(=O)C(N(C(=O)c1ccco1)c1ccc(cc1)C(C)(C)C)c1cccnc1,3.14,3.14,,1,5.5,0.241,1.3
CVD-0006354,,Clc1cncc(OC(=O)c2cccc3[nH]ccc23)c1,< 0.0500,< 0.0500,,1,> 7.3,> 0.538,> 4.18
CVD-0006353,,CNc1ccc(cc1)N(Cc1ccsc1)C(=O)Cn1nnc2ccccc12,4.33,4.33,,1,5.4,0.278,2.18
CVD-0006352,,O=C(Cn1nnc2ccccc12)N(Cc1ccsc1)c1ccc(NC(=O)C2CC2)cc1,3.99,3.99,,1,5.4,0.244,1.67
CVD-0006351,CDD-2180041,CCC(=O)Nc1ccc(cc1)N(Cc1ccsc1)C(=O)Cn1nnc2ccccc12,1.63,1.63,,1,5.8,0.27,2.14
CVD-0006350,,O=C(Cn1nnc2ccccc12)N(Cc1ccsc1)c1ccc(cc1)-c1ccccc1,5.32,5.32,,1,5.3,0.238,-0.0794
CVD-0006337,,O=C(Cn1ccnn1)N(CC(=O)N1CCNCC1)c1ccc(cc1)-c1ccccn1,> 99.5,> 99.5,,1,< 4.0,< 0.187,< 3.81
CVD-0006335,,O=C(Cn1nnc2ccccc12)N(Cc1ccccn1)c1ccc(cc1)-n1cnnc1,> 99.5,> 99.5,,1,< 4.0,< 0.181,< 2.41
CVD-0006333,,O=C(Cn1ccnn1)N(CC(=O)N1CCNCC1)c1ccc(cc1)N1CCOCC1,(IC50 could not be calculated),,,,,,
CVD-0006332,,O=C(Cn1nnc2ccccc12)N(Cc1ccccn1)c1cnc(nc1)-c1ccccc1,> 99.5,> 99.5,,1,< 4.0,< 0.175,< 0.776
CVD-0006330,,O=C(Cn1nnc2ccccc12)N(CC1CCOC1)c1ccc(cc1)C1CCNCC1,> 99.5,> 99.5,,1,< 4.0,< 0.181,< 1.68
CVD-0006328,,NCc1cn(CC(=O)N(Cc2ccsc2)c2ccc(cc2)-n2cnnc2)nn1,> 99.5,> 99.5,,1,< 4.0,< 0.200,< 3.69
CVD-0006327,,O=C(Cc1cccnc1)N(CC(=O)N1CCNCC1)c1ccc(cc1)-c1ncccn1,> 99.5,> 99.5,,1,< 4.0,< 0.181,< 3.24
CVD-0006324,,NCc1cn(CC(=O)N(CC(=O)N2CCNCC2)c2ccc(cc2)-c2ccccc2)nn1,> 99.5,> 99.5,,1,< 4.0,< 0.175,< 3.77
CVD-0006323,,CC(C)(C(N)=O)c1ccc(cc1)N(Cc1ccsc1)C(=O)Cn1nnc2ccccc12,3.17,3.17,,1,5.5,0.248,1.86
CVD-0006322,,NCc1cn(CC(=O)N(Cc2ccsc2)c2ccc(cc2)-c2ccccc2)nn1,> 99.5,> 99.5,,1,< 4.0,< 0.193,< 0.846
CVD-0006321,,NCc1cn(CC(=O)N(Cc2cscn2)c2ccc(nc2)-c2ccccc2)nn1,> 99.5,> 99.5,,1,< 4.0,< 0.193,< 2.72
CVD-0006320,,O=C(Cn1nnc2ccccc12)N(CC(=O)N1CCNCC1)c1ccc(cc1)-c1ccccc1,> 99.5,> 99.5,,1,< 4.0,< 0.165,< 1.57
CVD-0006318,,COc1ccc2nnn(CC(=O)N(Cc3ccccn3)c3ccc(cc3)C3CCNCC3)c2c1,38.8,38.8,,1,4.4,0.182,1.67
CVD-0006189,,Clc1cccc(CN2CCN(C2=O)c2nccc3[nH]ncc23)c1,4.56,4.56,,1,5.3,0.325,2.94
CVD-0005892,,Fc1ccc(CNc2ccc3N(CCCc3c2)C(=O)CCl)c(Cl)c1,19.3,19.3,,1,4.7,0.275,0.674
CVD-0005891,,ClCC(=O)N1CCN(Cc2cccc(c2)C#N)CC1,19.7,19.7,,1,4.7,0.347,3.32
CVD-0005886,CDD-1921322,Brc1ccc(CN2C(=O)C(=O)c3ccccc23)cc1,> 198,> 198,,1,< 3.7,< 0.273,< 0.394
CVD-0005883,CDD-2368920,Brc1ccc(CN2C(=O)C(=O)c3cccc(Br)c23)cc1,(IC50 could not be calculated),,,,,,
CVD-0005873,,NC(=O)c1ccncc1NC(=O)Cc1cccc(Cl)c1,> 99.5,> 99.5,,1,< 4.0,< 0.280,< 2.07
CVD-0005871,,Cc1ccncc1NC(=O)Cc1ccccc1N,> 99.5,> 99.5,,1,< 4.0,< 0.311,< 2.49
CVD-0005777,CDD-2386506,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2cccc(OC)c12,2.03,2.03,,1,5.7,0.295,3.86
CVD-0005775,,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2cccc(C)c12,10.6,10.6,,1,5,0.268,2.47
CVD-0005528,,Cc1ccncc1NC(=O)CN1C(=O)COc2ccc(Cl)cc12,59.9,59.9,,1,4.2,0.257,2.79
CVD-0005412,CDD-2369043,Cc1ccc(c(C)c1)S(=O)(=O)N1CCN(CC1)C(=O)c1cc(=O)[nH]c2cc(F)ccc12,> 99.5,> 99.5,1,2,< 4.0,< 0.181,< 1.42
CVD-0005412,CDD-2369043,Cc1ccc(c(C)c1)S(=O)(=O)N1CCN(CC1)C(=O)c1cc(=O)[nH]c2cc(F)ccc12,> 99.5,> 99.5,1,2,< 4.0,< 0.181,< 1.42
CVD-0005410,CDD-2369042,Fc1ccc2c(cc(=O)[nH]c2c1)C(=O)N1CCN(CC1)S(=O)(=O)c1ccccc1C#N,(IC50 could not be calculated),,,,,,
CVD-0005410,CDD-2369042,Fc1ccc2c(cc(=O)[nH]c2c1)C(=O)N1CCN(CC1)S(=O)(=O)c1ccccc1C#N,(IC50 could not be calculated),,,,,,
CVD-0005393,CDD-2369039,CC1(C)Cc2cccc(OCCNC(=O)c3cc(=O)[nH]c4cc(F)ccc34)c2O1,> 99.5,> 99.5,1,2,< 4.0,< 0.193,< 1.13
CVD-0005393,CDD-2369039,CC1(C)Cc2cccc(OCCNC(=O)c3cc(=O)[nH]c4cc(F)ccc34)c2O1,> 99.5,> 99.5,1,2,< 4.0,< 0.193,< 1.13
CVD-0005388,,COc1ccccc1OCC(C)NC(=O)c1cc(=O)[nH]c2ccc(F)cc12,16.4,16.4,,1,4.8,0.248,2.23
CVD-0005387,CDD-2369038,COc1ccccc1OCC(C)NC(=O)c1cc(=O)[nH]c2cc(F)ccc12,26.9,33,1.34,2,4.5,0.232,1.93
CVD-0005387,CDD-2369038,COc1ccccc1OCC(C)NC(=O)c1cc(=O)[nH]c2cc(F)ccc12,40.5,33,1.34,2,4.5,0.232,1.93
CVD-0005384,CDD-2369037,COc1ccccc1OC(C)CNC(=O)c1cc(=O)[nH]c2cc(F)ccc12,> 99.5,> 99.5,1,2,< 4.0,< 0.208,< 1.45
CVD-0005384,CDD-2369037,COc1ccccc1OC(C)CNC(=O)c1cc(=O)[nH]c2cc(F)ccc12,> 99.5,> 99.5,1,2,< 4.0,< 0.208,< 1.45
CVD-0005378,,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2cc(F)ccc12,> 99.5,> 99.5,1,2,< 4.0,< 0.216,< 1.87
CVD-0005378,,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2cc(F)ccc12,> 99.5,> 99.5,1,2,< 4.0,< 0.216,< 1.87
CVD-0005360,,C[C@H](OC(F)F)C(=O)Nc1cnccc1C,> 99.5,> 99.5,,1,< 4.0,< 0.350,< 2.17
CVD-0005355,,CC(C)C(C)CC(=O)Nc1cnccc1C,> 99.0,> 99.0,,1,< 4.0,< 0.350,< 1.33
CVD-0005334,CDD-2369033,OCc1ccncc1NC(=O)[C@@H]1COc2ccc(Cl)cc12,42,42.4,1.01,2,4.4,0.292,3.09
CVD-0005334,CDD-2369033,OCc1ccncc1NC(=O)[C@@H]1COc2ccc(Cl)cc12,42.7,42.4,1.01,2,4.4,0.292,3.09
CVD-0005329,,Clc1ccc2OCCC(C(=O)Nc3nncn3C3CC3)c2c1,0.696,0.598,1.24,2,6.2,0.396,4.37
CVD-0005329,,Clc1ccc2OCCC(C(=O)Nc3nncn3C3CC3)c2c1,0.513,0.598,1.24,2,6.2,0.396,4.37
CVD-0005300,CDD-2369026,Cc1cc(NC(=O)Cc2cncnc2)cc(OC2CC(=O)N2)c1,34,34.3,1.01,2,4.5,0.272,3.7
CVD-0005300,CDD-2369026,Cc1cc(NC(=O)Cc2cncnc2)cc(OC2CC(=O)N2)c1,34.6,34.3,1.01,2,4.5,0.272,3.7
CVD-0005297,CDD-2369025,Fc1cc(NC(=O)Cc2cncnc2)cc(OC2CC(=O)N2)c1,25.3,24.9,1.02,2,4.6,0.28,4.21
CVD-0005297,CDD-2369025,Fc1cc(NC(=O)Cc2cncnc2)cc(OC2CC(=O)N2)c1,24.6,24.9,1.02,2,4.6,0.28,4.21
CVD-0005292,,O=C(Cc1cccnc1)Nc1cccc(OC2CC(=O)N2)c1,94.4,88.3,1.1,2,4.1,0.258,3.1
CVD-0005292,,O=C(Cc1cccnc1)Nc1cccc(OC2CC(=O)N2)c1,82.6,88.3,1.1,2,4.1,0.258,3.1
CVD-0005287,,Cc1nnc(o1)C1Cc2ccccc2CN1C(=O)CCl,53.5,53.5,,1,4.3,0.299,3.44
CVD-0005286,,COc1ccc2CC(N(Cc2c1)C(=O)CCl)c1ccccc1,3.74,3.74,,1,5.4,0.345,2.08
CVD-0005273,,ClCC(=O)N1CCN(CC1)S(=O)(=O)c1ccsc1,1.63,1.63,,1,5.8,0.45,5.37
CVD-0005158,,Cc1ccncc1N1CCN(C1=O)c1cccc(Cl)c1,81.7,81.7,,1,4.1,0.286,1.51
CVD-0005156,,Cc1ccncc1N1CCC(C1=O)c1cccc(Cl)c1,44.7,44.7,,1,4.3,0.304,1.47
CVD-0005155,,Cc1ccncc1NC(=O)Cc1cccc(c1)-c1cn[nH]c1,53.2,53.2,,1,4.3,0.272,1.98
CVD-0005148,,Cc1ccncc1N1CCC(c2cccc(Cl)c2)S1(=O)=O,85,85,,1,4.1,0.271,1.62
CVD-0005145,CDD-2369019,Cc1ccncc1CC(=O)Nc1cccc(Cl)c1,29.9,29.9,,1,4.5,0.352,1.58
CVD-0005075,,CC(=O)N1CCN(CC(=O)Nc2cnccc2C)CC1,0.638,0.638,,1,6.2,0.434,6.72
CVD-0005073,,Cc1ccncc1NC(=O)CCc1cccc(F)c1,58.5,58.5,,1,4.2,0.312,1.3
CVD-0005063,,Cc1ccncc1NC(=O)CN1CCCCC1,> 99.5,> 99.5,,1,< 4.0,< 0.330,< 2.75
CVD-0005056,CDD-2369017,O=C(NCCOc1ccccc1)c1cc(=O)[nH]c2ccccc12,> 99.5,> 99.5,1,2,< 4.0,< 0.244,< 1.85
CVD-0005056,CDD-2369017,O=C(NCCOc1ccccc1)c1cc(=O)[nH]c2ccccc12,> 99.5,> 99.5,1,2,< 4.0,< 0.244,< 1.85
CVD-0005055,CDD-2369016,O=C(NCCNc1ccccc1)c1cc(=O)[nH]c2ccccc12,> 99.5,> 99.5,1,2,< 4.0,< 0.244,< 2.22
CVD-0005055,CDD-2369016,O=C(NCCNc1ccccc1)c1cc(=O)[nH]c2ccccc12,> 99.5,> 99.5,1,2,< 4.0,< 0.244,< 2.22
CVD-0005052,CDD-362716,Fc1ccccc1N1CCN(CC1)C(=O)c1cc(=O)[nH]c2ccccc12,24,24,,1,4.6,0.249,2.01
CVD-0005050,CDD-2323920,Fc1ccc(cc1)N1CCN(CC1)C(=O)c1cc(=O)[nH]c2ccccc12,16.5,16.5,,1,4.8,0.258,2.17
CVD-0005049,CDD-2368922,COc1ccccc1N1CCN(CC1)C(=O)c1cc(=O)[nH]c2ccccc12,32.8,32.8,,1,4.5,0.233,2.18
CVD-0005048,CDD-2368917,COc1cccc(c1)N1CCN(CC1)C(=O)c1cc(=O)[nH]c2ccccc12,7.55,7.55,,1,5.1,0.266,2.81
CVD-0005047,CDD-243217,COc1ccc(cc1)N1CCN(CC1)C(=O)c1cc(=O)[nH]c2ccccc12,14.7,14.7,,1,4.8,0.251,2.52
CVD-0005046,CDD-1947602,O=C(N1CCN(Cc2ccccc2)CC1)c1cc(=O)[nH]c2ccccc12,8.76,8.76,,1,5.1,0.272,2.76
CVD-0005029,,Oc1cc(Cl)cc(CN2CCN(CC2)C(=O)CCl)c1,12.9,12.9,,1,4.9,0.36,3.06
CVD-0004930,CDD-2159596,COc1cnc(nc1)C#N,> 99.5,> 99.5,,1,< 4.0,< 0.560,< 3.60
CVD-0004782,,CCCCOc1ccc(Cl)cc1CC(=O)Nc1cnccc1C,24.8,24.8,,1,4.6,0.28,0.495
CVD-0004780,,Cc1ccncc1NC(=O)C(CO)c1cccc(Cl)c1,> 99.5,> 99.5,,1,< 4.0,< 0.280,< 1.79
CVD-0004779,,CN(C(=O)Nc1cnccc1C)c1cccc(Cl)c1,> 99.5,> 99.5,,1,< 4.0,< 0.295,< 1.12
CVD-0004777,,Cc1ccncc1NC(=O)N(Cc1ccccc1)c1cccc(Cl)c1,22.9,22.9,,1,4.6,0.26,0.033
CVD-0004776,CDD-2369013,Clc1cccc(CC(=O)Nc2cccnc2)c1,53.7,53.7,,1,4.3,0.352,1.84
CVD-0004773,,Cc1cc(N)ncc1NC(=O)Cc1cccc(Cl)c1,> 99.5,> 99.5,,1,< 4.0,< 0.295,< 1.29
CVD-0004771,,Cc1ccnnc1NC(=O)Cc1cccc(Cl)c1,> 99.5,> 99.5,,1,< 4.0,< 0.311,< 1.44
CVD-0004755,,CC(C(=O)Nc1cnccc1C)c1cc(Cl)cc(OC2CC(=O)N2)c1,77.1,77.1,,1,4.1,0.23,1.5
CVD-0004754,CDD-2369009,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC2CC(=O)N2)c1,3.26,3.61,1.16,2,5.4,0.317,3.37
CVD-0004754,CDD-2369009,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC2CC(=O)N2)c1,4,3.61,1.16,2,5.4,0.317,3.37
CVD-0004753,,Cc1ccncc1NC(=O)Cc1cc(OC2CC(=O)N2)cc(c1)C#N,11.6,11.6,,1,4.9,0.276,3.61
CVD-0004751,,Cc1ccncc1NC(=O)Cc1cncc(Cl)c1,46.4,46.4,,1,4.3,0.337,2.61
CVD-0004643,CDD-2369006,CCCC(C(=O)Nc1cnccc1C)c1cccc(Cl)c1,16.8,17.3,1.05,2,4.8,0.317,0.384
CVD-0004643,CDD-2369006,CCCC(C(=O)Nc1cnccc1C)c1cccc(Cl)c1,17.9,17.3,1.05,2,4.8,0.317,0.384
CVD-0004634,CDD-2369001,Cc1ccncc1NC(=O)C(C)(C)c1cccc(Cl)c1,98.1,96.9,1.02,2,4,0.281,-0.0306
CVD-0004634,CDD-2369001,Cc1ccncc1NC(=O)C(C)(C)c1cccc(Cl)c1,95.8,96.9,1.02,2,4,0.281,-0.0306
CVD-0004632,CDD-2369000,Cc1ccncc1NC(=O)C1(CC1)c1cccc(Cl)c1,> 99.5,> 99.5,1,2,< 4.0,< 0.280,< 0.422
CVD-0004632,CDD-2369000,Cc1ccncc1NC(=O)C1(CC1)c1cccc(Cl)c1,> 99.5,> 99.5,1,2,< 4.0,< 0.280,< 0.422
CVD-0004625,CDD-2368996,Cc1ccncc1NC(=O)Cc1cccc(Br)c1,20.6,20.6,,1,4.7,0.364,1.58
CVD-0004612,,Clc1cccc(CC(=O)Nn2cnc3ccccc3c2=O)c1,8.65,8.65,,1,5.1,0.322,2.49
CVD-0004611,,Clc1cccc(CC(=O)Nn2cnc3ccccc23)c1,8.3,8.3,,1,5.1,0.356,2.64
CVD-0004610,,Clc1cccc(CC(=O)Nc2nnn[nH]2)c1,45.3,45.3,,1,4.3,0.38,2.36
CVD-0004608,,Cc1nnn(NC(=O)Cc2cccc(Cl)c2)c1C,14.2,14.2,,1,4.8,0.377,3.44
CVD-0004590,,Clc1cccc(NC(=O)Cn2nnc3ccccc23)c1,> 99.5,> 99.5,,1,< 4.0,< 0.280,< 1.06
CVD-0004567,,Clc1cccc(CC(=O)Nc2cnccc2C2CC2)c1,7.17,7.17,,1,5.1,0.36,1.93
CVD-0004557,CDD-2368990,Cc1ccncc1NC(=O)Cc1cccc(F)c1,94.8,95.8,1.02,2,4,0.313,1.53
CVD-0004557,CDD-2368990,Cc1ccncc1NC(=O)Cc1cccc(F)c1,96.9,95.8,1.02,2,4,0.313,1.53
CVD-0004472,,CS(=O)(=O)c1ccc(cc1)N1CCNCC1,> 99.5,> 99.5,,1,< 4.0,< 0.350,< 3.62
CVD-0004431,CDD-2368906,CCc1cccc(NC(=O)C(N(C(=O)C=C)c2ccc(cc2)C2(C)CC2)c2cccnc2)c1,> 99.0,> 99.0,,1,< 4.0,< 0.170,< -1.50
CVD-0004428,CDD-2368903,COc1ccc(NC(=O)C(N(C(=O)C=C)c2ccc(cc2)C(C)(C)C)c2cccnc2)c(C)c1,> 99.0,> 99.0,,1,< 4.0,< 0.165,< -1.36
CVD-0004424,CDD-2368899,CC1(CC1)c1ccc(cc1)N(C(C(=O)Nc1ccc(Br)cc1)c1cccnc1)C(=O)C=C,81.2,82.4,1.02,2,4.1,0.179,-1.23
CVD-0004424,CDD-2368899,CC1(CC1)c1ccc(cc1)N(C(C(=O)Nc1ccc(Br)cc1)c1cccnc1)C(=O)C=C,83.7,82.4,1.02,2,4.1,0.179,-1.23
CVD-0004262,,CC(C)(C)NC(=O)C(N(C(=O)C=C)c1ccc(cc1)C(C)(C)C)c1cncc(Cl)c1,65.6,65.6,,1,4.2,0.195,-0.465
CVD-0004255,,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)C=C,2.96,2.96,,1,5.5,0.228,0.383
CVD-0004253,,COc1ccc(NC(=O)C(N(C(=O)C=C)c2ccc(cc2)C(C)(C)C)c2cccnc2)c(OC)c1,6.47,6.47,,1,5.2,0.208,0.497
CVD-0004251,,CC(C)(C)c1ccc(cc1)N(C(C(=O)Nc1ccc2OCOc2c1)c1cccnc1)C(=O)C=C,36.1,36.1,,1,4.4,0.183,-0.188
CVD-0004248,,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCc1ccccc1)c1cccnc1)C(=O)C=C,33.3,33.3,,1,4.5,0.196,-0.237
CVD-0004239,,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCC1CCCO1)c1cccnc1)C(=O)C=C,90.5,90.5,,1,4,0.183,0.635
CVD-0004237,,CCNC(=O)C(N(C(=O)C=C)c1ccc(cc1)C(C)(C)C)c1cccnc1,45.5,45.5,,1,4.3,0.225,0.995
CVD-0004236,,CNC(=O)C(N(C(=O)C=C)c1ccc(cc1)C(C)(C)C)c1cccnc1,35.7,35.7,,1,4.4,0.239,1.46
CVD-0004234,,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCc1cccnc1)c1cccnc1)C(=O)C=C,49.9,49.9,,1,4.3,0.188,0.806
CVD-0004232,,COCCNC(=O)C(N(C(=O)C=C)c1ccc(cc1)C(C)(C)C)c1cccnc1,55.8,55.8,,1,4.3,0.205,1.31
CVD-0004229,,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCc1ccc(F)cc1)c1cccnc1)C(=O)C=C,23.3,23.3,,1,4.6,0.197,-0.225
CVD-0004222,,CSCCNC(=O)C(N(C(=O)C=C)c1ccc(cc1)C(C)(C)C)c1cccnc1,20.2,20.2,,1,4.7,0.227,0.913
CVD-0004210,,CSCCCNC(=O)C(N(C(=O)C=C)c1ccc(cc1)C(C)(C)C)c1cccnc1,25.5,25.5,,1,4.6,0.214,0.596
CVD-0004197,,O[C@H](CNC(=O)c1cc(NC(=O)C=C)ccc1O)c1ccc2ccccc2c1,> 99.5,> 99.5,,1,< 4.0,< 0.200,< 0.531
CVD-0004196,,CN(C)CCNC(=O)[C@@H](Cc1ccccc1)NC(=O)C=C,> 99.5,> 99.5,,1,< 4.0,< 0.267,< 2.91
CVD-0004195,,C=CC(=O)NCCC(=O)N(Cc1ccccc1)Cc1nc2ccccc2c(=O)[nH]1,> 99.5,> 99.5,,1,< 4.0,< 0.193,< 1.98
CVD-0004194,,O[C@]1(CN(Cc2ccccc2)C(=O)CNC(=O)C=C)CN2CCC1CC2,> 99.5,> 99.5,,1,< 4.0,< 0.216,< 3.60
CVD-0004193,,CNS(=O)(=O)c1ccccc1CNC(=O)C=C,> 99.5,> 99.5,,1,< 4.0,< 0.330,< 3.50
CVD-0004192,,CC(C)(C)NS(=O)(=O)c1ccccc1CNC(=O)C=C,> 99.5,> 99.5,,1,< 4.0,< 0.280,< 2.44
CVD-0004191,,Oc1ccccc1CN(C[C@@H]1CCCO1)C(=O)CNC(=O)C=C,> 99.5,> 99.5,,1,< 4.0,< 0.244,< 3.09
CVD-0004090,CDD-2368986,CN(C(=O)Cn1nnc2ccccc12)c1ccc(Oc2ccc(cn2)C(F)(F)F)cc1,37.8,37.8,,1,4.4,0.2,0.466
CVD-0003945,CDD-2368844,Clc1cc(NC(=O)Nc2cccnc2)cc(c1)C#N,> 99.0,> 99.0,,1,< 4.0,< 0.295,< 1.64
CVD-0003764,,ClCC(=O)N1CCC(CC1)c1nc(nc2ccccc12)-c1cccnc1,18.2,18.2,,1,4.7,0.255,1.67
CVD-0003751,CDD-2366048,Cc1ccc(C)c(c1)S(=O)(=O)N1CCN(CC1)C(=O)CCl,14.2,14.2,,1,4.8,0.323,3.18
CVD-0003749,,Cc1ccc(cc1)S(=O)(=O)NC1CCN(CC1)C(=O)CCl,33.5,33.5,,1,4.5,0.298,3.37
CVD-0003631,CDD-2368817,Cc1ccncc1NC(=O)Cc1cccc(Cl)c1,23.7,24.6,1.05,2,4.6,0.359,1.66
CVD-0003631,CDD-2368817,Cc1ccncc1NC(=O)Cc1cccc(Cl)c1,25.4,24.6,1.05,2,4.6,0.359,1.66
CVD-0003629,,Cc1c(N)cncc1NC(=O)Cc1cccc(Cl)c1,4.22,4.22,,1,5.4,0.396,3.26
